Product ID,Device Subtitle,Device Title,Key Feature_1,Key Feature_2,Key Feature_3,Key Feature_4,Key Feature_5,Key Feature_6,Key Feature_7,Product description,Device Type,Network Technology,LTE catagory support,Contact_Address,Contact_Phone,Contact_Email,Hardware_Antenna,Hardware_Battery,Hardware_Display Resolution,Hardware_Ethernet Posts,Hardware_Sim Type,Hardware_USB ports,Hardware_Voltage supply,Other_Accelerometer,Other_Z-Wave,Other_Audio,Other_Battery safety,Other_Bluetooth,Other_Camera,Other_Dual SIM,Other_E911,Other_eUICC,Other_GNSS,Other_GPSS,Other_GPS,Other_Keyboard,Other_Magnetic card reader,Other_Printer,Other_RJ-11,Other_Scanning tech,Other_Serial,Other_Smart card reader,Other_Voice transmission capable,Other_Wifi,Other_Zigbee,FoTA For Baseband/Modem Software Update Capability,FoTA Client Type,Operating System,Soft_Developer Kit,Soft_Diagnostics,Soft_Security Level,Soft_EMS,Soft_MMS,Soft_Remote Management,Soft_SMS Capability,Soft_WEA,Soft_Persistent Prefix IPv6,Soft_Mobile Private Network,Soft_FWA,Soft_Split Data Routing,Soft_Multi-APN,Soft_Global Capable,Soft_Private Wireless Network,Chassis_Dimensions,Chassis_Weight,Chassis_Operating Temperature,Chassis_Storage Temperature,Chassis_Relative Humidity,Chassis_Rain & dust resistance,Chassis_Vehicle Mounting,Network_NAT,Network_Routing Protocols,Network_Security Protocol,Network_VPN Support,Network_Numbershare,Network_Fax capable,Network_Firewall,Network_UMTS,Network_LTE,Network_LTE Global/Roaming,Network_5G,Network_5G Global/Roaming,Network_GPRS,Network_GSM,Contact_Website,Contact_Address,Contact_Phone,Contact_Email,Industry
28673,Peplink,B One 5G,1 x embedded 5G cellular modem / C Band Supported,Downlink/Uplink: 5G: 3.4 Gbps / 900 Mbps; LTE CAT-20: 1.6 Gbps / 200 Mbps,Simultaneous Dual-Band Wi-Fi 6,Dual GE WAN / Wi-Fi WAN / USB WAN,Remote Central Management with InControl 2,,,"The B One 5G is a router designed to be used in branch offices, retail locations, small businesses, or homes. The device features multiple internet sources, including a 5G cellular modem and Wi-Fi WAN, to increase its flexibility. It can also leverage Peplink's SpeedFusion technology to enhance network performance and reliability .",Router,LTE with GSM/UMTS and 5G NR NSA,Cat 19,sales@peplink.com,6504509668,sales@peplink.com,—,NA,NA,6,SIM1 - Standard Nano SIM (4FF),0,10V – 30V DC,—,—,—,—,—,—,Checked,—,Checked,—,—,—,—,—,—,—,—,—,—,—,Checked,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,—,—,—,Checked,Checked,—,—,—,"LTE Licensed,LTE CBRS,5G Licensed",10.31x6.33x1.31 in.,1.6 lbs,-40 °F to 113 °F,-40 °F to 113 °F,10% – 90% (non-condensing),—,—,"One-to-one, one-to-many","Static, Dynamic, OSPF, RIPv2, BGP",Yes,"PepVPN, IPSec, L2TP",N - no Numbershare,—,Checked,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band8 (900 MHz), Band12 (700 MHz), Band14 (700 MHz), Band17 (700 MHz), Band18 (850 MHz), Band20 (800 MHz), Band25 (1900 MHz), Band26 (850 MHz), Band28 (700 MHz), Band40 (2300 MHz), Band41 (2500 MHz), Band46 (5200 MHz)","NSA FR1 (Sub6) n2, NSA FR1 (Sub6) n5, NSA FR1 (Sub6) n66, NSA FR1 (Sub6) n77","NSA FR1 Roaming n66, NSA FR1 Roaming n77, NSA FR1 Roaming n78",,,www.peplink.com,support@peplink.com,6504509668,support@peplink.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare"
28989,Peplink,Dome Pro LR,2x embedded 5G Cellular Modems / C Band Supported,Downlink/Uplink: 5G: 3.4 Gbps / 900 Mbps ; LTE CAT-20: 1.6 Gbps / 200 Mbps,Simultaneous Dual-Band Wi-Fi 6,Wi-Fi WAN / Embedded cellular antenna / PoE / IP67 Standard,Remote Central Management with InControl 2,,,"The Dome Pro LR is a mobile outdoor router with an enhanced signal range. It features dual 5G modems compatible with CAT-20 LTE. This model offers extended signal reception and transmission without the need for antenna cables. Power over Ethernet (PoE) simplifies device powering. Housed in an IP67-rated enclosure, it can withstand the toughest outdoor conditions. A SIM injector can be used to facilitate SIM management and to increase the number of slots to 12.",Router,LTE with GSM/UMTS and 5G NR NSA,Cat 19,sales@peplink.com,6504509668,sales@peplink.com,—,NA,NA,2,SIM1 - Standard Nano SIM (4FF),0,1x 802.3at PoE+ (without PoE output) / 1x 802.3bt PoE+ + (with PoE output),—,—,—,—,—,—,Checked,—,Checked,—,—,Checked,—,—,—,—,—,—,—,—,Checked,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Linux,—,Checked,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,—,—,—,Checked,Checked,—,—,—,"LTE Licensed,LTE CBRS,5G Licensed",14.6x18.8x0.0 in.,14 lbs,-40 °C to 149 °C,-40 °F to 149 °C,15% – 95% (non-condensing),Checked,—,"One-to-one, one-to-many","Static, Dynamic, OSPF, RIPv2, BGP",Yes,"PepVPN, IPSec, L2TP",N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band8 (900 MHz), Band12 (700 MHz), Band14 (700 MHz), Band17 (700 MHz), Band18 (850 MHz), Band20 (800 MHz), Band25 (1900 MHz), Band26 (850 MHz), Band28 (700 MHz), Band40 (2300 MHz), Band41 (2500 MHz), Band46 (5200 MHz)","NSA FR1 (Sub6) n2, NSA FR1 (Sub6) n5, NSA FR1 (Sub6) n66, NSA FR1 (Sub6) n77","NSA FR1 Roaming n66, NSA FR1 Roaming n77, NSA FR1 Roaming n78",,,www.peplink.com,support@peplink.com,6504509668,support@peplink.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare"
27276,Peplink,BR1 Pro,1x embedded cellular 5G modem with C-Band Supported,Downlink/Uplink: 5G: 4 Gbps/700 Mbps; LTE CAT-20: 2 Gbps/150 Mbps,Simultaneous dual-band Wi-Fi 6,Power port with GPIO and Ignition Sensing,Remote Central Management with InControl 2,,,"The Peplink device MAX BR1 Pro 5G is an industrial 5G modem router equipped with a 2.5Gb/sec WAN port, Wi-Fi 6, low-profile form factor, and GPIO with Ignition Sensing. The MAX BR1 Pro 5G is integrated with the new generation multi-core CPU that ensures delivery of gigabit speeds.",Router,LTE with GSM/UMTS and 5G NR NSA,Cat 19,sales@peplink.com,6504509668,sales@peplink.com,—,NA,NA,3,Standard Nano SIM (4FF),0,"AC Input 100V-240V / DC Output 12V , 10V – 30V DC",—,—,—,—,—,—,—,—,Checked,—,—,Checked,—,—,—,—,—,—,—,—,Checked,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Linux,—,—,—,—,—,Checked,—,—,—,Checked,Checked,—,—,—,"LTE Licensed,LTE CBRS,5G Licensed",5.78x5.08x1.15 in.,1.5 lbs,-40 °F to 149 °F,-40 °F to 149 °F,15% – 95% (non-condensing),—,—,"One-to-one, one-to-many","Static, Dynamic, OSPF, RIPv2, BGP",Yes,"PepVPN, IPSec, L2TP",N - no Numbershare,—,Checked,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band8 (900 MHz), Band12 (700 MHz), Band14 (700 MHz), Band17 (700 MHz), Band18 (850 MHz), Band20 (800 MHz), Band25 (1900 MHz), Band26 (850 MHz), Band28 (700 MHz), Band40 (2300 MHz), Band41 (2500 MHz), Band46 (5200 MHz)","NSA FR1 (Sub6) n2, NSA FR1 (Sub6) n5, NSA FR1 (Sub6) n66, NSA FR1 (Sub6) n77","NSA FR1 Roaming n66, NSA FR1 Roaming n77, NSA FR1 Roaming n78",,,www.peplink.com,support@peplink.com,6504509668,support@peplink.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare"
17863,Triangle UAS,IoTa,GPIO,LEDs,Battery Monitor,I2C,SPI,,,"The IoTa is a prototyping platform for developers to rapidly test and move applications to market. The IoTa makes connectivity simple and enables embedded applications to access peripherals and sensors through an array of GPIO pins and serial interfaces. Battery management includes charging and fuel gauge functions, making the IoTa ideal for low power applications.",Development Kit,LTE Only,Cat M1,"100 Terminal Dr, Plainview, NY 11803",844-763-6832,iota@triangleuas.com,—,1s LiPo,N/A,0,Standard Nano SIM (4FF),1,4.2,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,Verizon FoTA Solution (only),LWM2M,Other,Checked,—,—,—,—,—,—,—,—,Checked,—,—,—,—,xx,1 oz,-40 °C to 85 °C,-40 °C to 85 °C,100,—,—,—,—,SSL,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,Www.triangleuas.com,"100 Terminal Dr, Plainview, NY 11803",844-763-6832,iota@triangleuas.com,"Agricultural, Government, Industrial / Manufacturing, Oil and Gas"
25378,InHand Networks,EC942-FQ38-WLAN,Edge Computer,Gateway,,,,,,"The EC900 series IoT edge computer is a high-performance edge computer launched by InHand for industrial IoT applications. With powerful edge computing capabilities, comprehensive security protection and wireless services, the EC900 can support networking of up to tens of thousands of devices, providing powerful data computing platform and high-speed data channels for device informatization.",Router,LTE with GSM/UMTS,Cat 4,"43671 Trade Center Place, Suite 100 Dulles, VA 20166",7033482988,info@inhandnetworks.com,—,N/A,N/A,2,SIM1 - Standard/Industrial Micro SIM (3FF),2,12-48V,—,—,—,—,Checked,—,Checked,—,—,—,Checked,—,—,—,—,—,—,Checked,—,—,Checked,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),OMADM,Linux,—,—,—,—,—,—,Checked,—,—,Checked,Checked,—,—,—,LTE Licensed,5.4x6x1.8 in.,1.7 lbs,-20 °C to 70 °C,-40 °C to 85 °C,5 ~ 95%,—,—,"DNAT, SNAT",Static Routing,TLS1.2,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.inhandnetworks.com,"43671 Trade Center Place, Suite 100 Dulles, VA 20166",7033482988,support@inhandnetworks.com,"Agricultural, Construction, Distribution, Government, Healthcare, Industrial / Manufacturing, Oil and Gas, Professional Services"
22221,Mitech Technology,EYEDASH AI,Dashcam,,,,,,,"EYERIDE Dashcam AI is an advanced dash camera with built-in AI processor to detect driving events such as lane departure, forward collision, and driver behavior such as fatigue, distraction, smoking, and phone call usage with up to 4 cameras. The EYEDASH AI can alert the driver in real-time of dangerous behaviors, and upload events to a monitoring platform to be reviewed by a fleet manager to aid them in coaching the drivers to reduce risk.",Vehicle Monitoring,LTE Only,Cat 4,"113 E Main St Pflugerville, TX 78660",3053183034,daphnie@eyeride.io,—,None,None,0,Standard/Industrial Mini SIM (2FF),0,9-36V 1A,Checked,—,—,—,—,Checked,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,—,—,—,Checked,—,—,—,—,—,21x19.5x8 in.,1.87 lbs,-10 °C to 70 °C,-20 °C to 70 °C,20%-80% working environment humidity,—,Checked,none,none,HTTPS/SSH/TLS,none,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,eyeride.io/,"113 E Main St Pflugerville, TX 78660",833-393-7433,support@eyeride.io,Transportation
21196,Lantronix Inc,X300 Series,ethernet,Wi-Fi/BT,,,,,,"the unit offers LTE Cat 1 cellular communication, Wi-Fi, BLE, Ethernet, and serial interface in a small, industrial-grade form factor. With built-in security to help prevent cyberattacks, the unit is a robust and reliable solution for mission-critical applications provided with Console Flow, extended warranty, and connectivity services.",Router,LTE Only,Cat 1,"7535 Irvine Center Drive, Suite 100, Irvine, CA 92618",1 800 422-7055,sales@lantronix.com,—,—,—,1,Standard/Industrial Mini SIM (2FF),0,9V-30VDC,—,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),LWM2M,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,—,—,—,Checked,—,—,—,—,—,7.9x7.9x2.35 in.,0.33 lbs,-30 °C to 70 °C,-40 °C to 80 °C,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",,,,,,www.lantronix.com,"7535 Irvine Center Drive, Suite 100, Irvine, CA 92618",1 800 422-7044,custsupport@lantronix.com,"Agricultural, Construction, Distribution, Education, Financial Services, Government, Hospitality, Industrial / Manufacturing"
20008,Transparent Technologies,Astria LTE,IoT Water Meter,,,,,,,Smart ultrasonic water meter.,Utility / Smart Grid,LTE Only,Cat M1,5665 Airport Blvd,3034498833,chack@transparenttech.com,—,Two 19 Ah Lithium-Thionyl Chloride primary cells,9 digit 7 segment display,0,Industrial Soldered SIM (MFF2 Embedded),0,3.67V,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,RTOS,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,7.5x4x6 in.,2 lbs,-10 °C to 85 °C,-40 °C to 85 °C,100%,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.metronfarnier.com,5665 Airport Blvd,3034498833,chack@transparenttech.com,"Industrial / Manufacturing, Residential / Consumer, Retail, Utilities"
24000,ATrack Technology Inc.,AK500,4G LTE (CAT.4),Automatically switch GPS Internal & external antenna,Vehicle Speed Sensor (VSS) supported,Firmware over the air (FOTA) upgrade via the FTP protocol,"64 user defined geo-fences in circular, rectangular and polygonal shapes",,,"AK500 is a high-speed LTE Cat.4 multi-functional telematics gateway. It provides 2.4GHz, 5GHz Wi-Fi hotspot, Bluetooth, engine diagnostics, live GPS tracking, and multiple interface for various telematics applications .",Vehicle Monitoring,LTE Only,Cat 4,"8F, No. 13, Lane 120, Sec. 1, Neihu Road, Neihu Dist., Taipei City 11493, Taiwan",+886-2-27975852 ext. 286,smd@atrack.com.tw,—,—,—,0,Standard/Industrial Mini SIM (2FF),1,Vehicle 12V / 24V system,Checked,—,—,—,Checked,Checked,—,—,—,—,Checked,Checked,—,Checked,—,—,—,Checked,Checked,—,—,—,Verizon FoTA Solution (only),OMADM,Other,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,—,—,—,Checked,—,—,—,—,LTE Licensed,5.98x3.86x1.18 in.,0.5 lbs,-40 °C to 60 °C,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.atrack.com.tw,"8F, No. 13, Lane 120, Sec. 1, Neihu Road, Neihu Dist., Taipei City 11493, Taiwan",+886-2-27975852 ext. 251,tsd@atrack.com.tw,"Industrial / Manufacturing, Insurance, Transportation"
27209,Sentient Energy,MM3ai,Power Line Sensor,,,,,,,"Overhead Intelligent Line Sensor same as MM3 (parent) but with a different color. This separate application is for, under the guidance of Art Herkert, creating a child of the parent level MM3ai due to the use of newer hardware versions of Telit module - HW1.30.",Utility / Smart Grid,LTE with GSM/UMTS,Cat 1,"15815 Executive Drive, Suite 300 Frisco, TX 75033",469-296-1122,info@sentient-energy.com,—,—,—,—,Standard/Industrial Mini SIM (2FF),—,—,—,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),OMADM,Linux,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,8.6x4.6x5 in.,6.5 lbs,-40 °C to 85 °C,-40 °C to 85 °C,—,Checked,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",Band14 (700 MHz),,,,,www.sentientenergy.com,"15815 Executive Drive, Suite 300 Frisco, TX 75033",469-296-1122,info@sentient-energy.com,Utilities
27207,Sentient Energy,MM3ai,Power Line Sensor,,,,,,,"Overhead Intelligent Line Sensor same as MM3 (parent) but with a different color. This separate application is for, under the guidance of Art Herkert, creating a child of the parent level MM3ai due to the use of newer hardware versions of Telit module - HW1.10.",Utility / Smart Grid,LTE with GSM/UMTS,Cat 1,"15815 Executive Drive, Suite 300",469-296-1122,info@sentient-energy.com,—,—,—,—,Standard/Industrial Mini SIM (2FF),—,—,—,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),OMADM,Linux,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,8.6x4.6x5 in.,6.5 lbs,-40 °F to 85 °F,-40 °F to 85 °F,—,Checked,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",Band14 (700 MHz),,,,,www.sentientenergy.com,"15815 Executive Drive, Suite 300",469-296-1122,info@sentient-energy.com,Utilities
27201,Sentient Energy,MM3,Power Line Sensor,,,,,,,Intelligent Power Line Sensor,Utility / Smart Grid,LTE with GSM/UMTS,Cat 1,"15815 Executive Drive, Suite 300 Frisco, TX 75033",469-296-1125,info@sentient-energy.com,—,—,—,—,Standard/Industrial Mini SIM (2FF),—,—,—,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),OMADM,Linux,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,8.6x4.6x5 in.,6.5 lbs,40 °C to 85 °C,-40 °C to 85 °C,—,Checked,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",Band14 (700 MHz),,,,,www.sentientenergy.com,"15815 Executive Drive, Suite 300 Frisco, TX 75033",469-296-1125,support@sentient-energy.com,Utilities
27198,Sentient Energy,MM3,Power Line Sensor,,,,,,,utility intelligent line sensor,Utility / Smart Grid,LTE with GSM/UMTS,Cat 1,"15815 Executive Drive, Suite 300 Frisco, TX 75033",469-296-1125,info@sentient-energy.com,—,—,—,—,Standard/Industrial Mini SIM (2FF),—,—,—,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),OMADM,Linux,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,8.6x4.6x5 in.,6.5 lbs,-40 °C to 85 °C,-40 °C to 85 °C,—,Checked,—,,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",Band14 (700 MHz),,,,,www.sentientenergy.com,"15815 Executive Drive, Suite 300 Frisco, TX 75033",469-296-1125,support@sentient-energy.com,Utilities
23910,ATrack Technology Inc.,AX300,Fleet Management,Vehicle Diagnostics,Bluetooth Enabled,Driving Behavior Detection,,,,AX300 is an LTE-M tracker with an OBDII interface and compliance with the latest RP1226 connector through an external adapter.,Vehicle Monitoring,LTE Only,Cat M1,"8F, No. 13, Lane 120, Sec. 1, Neihu Road, Neihu Dist., Taipei City 11493, Taiwan",+886-2-27975852 ext. 286,smd@atrack.com.tw,—,Backup Battery: 3.7V 250mAh,No Display,0,Standard Nano SIM (4FF),1,Vehicle 12V / 24V system,Checked,—,—,—,Checked,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,RTOS,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,Checked,—,—,—,Checked,—,2.62x1.96x0.90 in.,0.11 lbs,−20 °C to 60 °C,-20 °C to 75 °C,95%RH @ 50°C non-condensing,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,,"8F, No. 13, Lane 120, Sec. 1, Neihu Road, Neihu Dist., Taipei City 11493, Taiwan",+886-2-27975852 ext. 251,tsd@atrack.com.tw,Transportation
28331,Verizon Smart Communities,LCO-277C4N,Advanced Lighting Control,LTE Wireless Networking,,,,,,"Intelligent lighting control device for roadway luminaires, utilizing LTE CAT M1 radio communications with GNSS functionality.120-277V, 60Hz power input.",Utility / Smart Grid,LTE Only,Cat M1,"Eric Lutter, 375 West Trimble Road, San Jose 95131",(408) 828-2493,eric.lutter@verizon.com,—,N/A,N/A,0,Not Applicable,0,"120-277V, 60Hz",—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,RTOS,—,—,"Security Level 3,(Verizon Product devices. Comprehensive security requirements mandated. VZ pen test required.)",—,Checked,Checked,Checked,—,—,Checked,—,—,—,—,—,10.7x8.86x8.86 in.,12 oz,25 °C to °C,25 °C,IP66 rating,Checked,—,—,—,—,—,N - no Numbershare,—,Checked,—,"Band4 (1700 MHz), Band13 (700 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,,enterprise.verizon.com/products/internet-of-things/smart-cities-and-communities,"Alejandro G Vizcarra, 375 West Trimble Road, San Jose 95131",1-800-525-0481 Option 1,IoTTechSupport@VerizonWireless.com,"Healthcare, Transportation, Utilities"
24915,Badger Meter Inc,ORION Cellular Cs,Monitoring,,,,,,,"The product is intended to connect (via wire) to metering devices and record consumption data. The data be reported at least once per day to a cloud-based sever. The device can be activated via proprietary IR interface, or by meter consumption. The product also contains a proprietary 900MHz transceiver. (Co-transmission with cellular is strictly prohibited.) In theory, this feature is utilized, to collect meter reading data, if cellular coverage is insufficient.",Remote Monitoring and Control,LTE Only,Cat NB1,"4545 W Brown Deer Rd | PO Box 245036 | Milwaukee, WI 53224-9536",414 371 6215,kanderson@badgermeter.com,—,—,—,—,Industrial Soldered SIM (MFF2 Embedded),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,—,—,—,Checked,—,—,—,—,—,5.12x2.62x2.87 in.,13 oz,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.badgermeter.com,"4545 W Brown Deer Rd | PO Box 245036 | Milwaukee, WI 53224-9536",1.414.371.5941,rschultz@badgermeter.com,Utilities
26058,"BEC Technologies, Inc.",BEC RidgeWave 7000 R26 Gigabit LTE Wi-Fi Hotspot,Provides internet connectivity in locations or areas without any viable wireline options.,Gigabit LTE CAT 18 with 5CA DL/2CA UL carrier aggregation for data rates of 1.2 Gbps DL,High-Power 802.11ac 4×4 Wave 2 MU-MIMO to optimize signal propagation and enhance coverage,Dual Gigabit Ethernet for automatic failover or prevention of backhaul bottlenecks,"IP68 enclosure protects against dirt, temperature, & water for years of reliable operation",,,"The BEC RidgeWave 7000 R26-W MaxRange Gigabit LTE Outdoor Hotspot combines LTE CAT 18 and High-Power Wi-Fi 5 802.11ac technologies to provide high-speed internet connectivity in remote areas without reliable wired options. Its IP68 enclosure withstands dirt, water ingress, humidity, and extreme temperatures, allowing for years of dependable operation. The 7000 R26-W is ideal for Outdoor Living Spaces, Public Venues, Parks, Campgrounds, RV Parks, Marinas, Industrial Sites, Smart Cities, and more.",Router,LTE Only,Cat 18,BEC Sales,972-422-0877,sales@bectechnologies.net,—,—,—,1,Standard/Industrial Mini SIM (2FF),0,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),OMADM,Linux,—,—,—,—,—,—,—,—,—,Checked,Checked,—,Checked,—,—,8.5x3.0x7.5 in.,4.2 lbs,-40° °F to 158° °F,—,—,Checked,—,"Yes, One-to-one, one-to-many","RIP, BGP and OSPF","Stateful Firewall, DoS Prevention, Web Blocking, 256-bit AES Encryption","VPN Termination (IPSEC, GRE, OpenVPN, L2TP and PPTP)",N - no Numbershare,—,Checked,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)",,,,,,www.bectechnologies.net,BEC Support,972-422-0877,teamsupport@bectechnologies.net,"Agricultural, Construction, Education, Hospitality, Industrial / Manufacturing, Oil and Gas, Public Safety, Retail"
24961,MultiTech Systems Inc,MTCM-L4N1D-B03,Compact and rugged desig,Integrated TCP/IP and UDP/IP stacks,SSL/TLS support,,,,,LTE CAT4 USB Cellular Modem,Modem,LTE Only,Cat 4,"2205 Woodale Drive, Mounds View, MN, 55112",1-888-288-5470,sales@multitech.com,—,—,—,0,Standard/Industrial Micro SIM (3FF),1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),OMADM,Other,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,Checked,—,—,—,Checked,—,2.105x1.79x.78 in.,.5 lbs,-40 °F to 85 °F,-40 °F to 185 °F,15% to 85% Operating and Storage,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",Band14 (700 MHz),,,,,www.multitech.com,"2205 Woodale Drive, Mounds View, MN, 55112",1-763-717-5863,https://support.multitech.com,"Agricultural, Construction, Distribution, Education, Financial Services, Government, Healthcare, Hospitality"
